parent_asin,title,main_category,categories,features,description,average_rating,rating_number,price,store
B00BQI3UQG,Donkey Kong Country Returns 3D,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo 3DS & 2DS | Games,"Over 70 levels of banana-hoarding fun featuring Donkey Kong and Diddy Kong | Run, jump, climb and defeat enemies through diverse environments until you retrieve Donkey Kong's stolen banana hoard | Lush, layered side-scrolling levels come to life in stunning 3D | Rebuilt and optimized for portable play on the Nintendo 3DS system","Product Description | Donkey Kong’s smash-hit return to platforming is being rebuilt from the ground up and optimized for portable play on the Nintendo 3DS system. Donkey Kong Country Returns 3D will launch in summer of 2013 with all of the ground-pounding, barrel-rolling, platforming action of the original brought to life with stunning 3D visuals. | From the Manufacturer | New Mode offers enhancements built for portable gameplay Recover Donkey Kong’s stolen bananas | Donkey Kong’s smash-hit return to platforming is being rebuilt from the ground up for portable play on the Nintendo 3DS system. Donkey Kong Country Returns 3D brings back all of the ground-pounding, barrel-rolling action of the original, but this time it comes to life with stunning 3D visuals, including local wireless multiplayer and 8 new levels. | Join Donkey Kong on his adventure to reclaim his stolen banana hoard as you explore over 70 levels filled with richly detailed environments. Guide Donkey Kong and his pint-sized friend Diddy Kong by running, jumping, swinging, rail-riding, and barrel blasting to scour 8 original worlds plus 8 new challenging levels in an unlockable 9th world. All while searching for lost bananas, hidden secrets, and puzzles pieces. You can also share in the adventure by playing cooperatively with a friend via local wireless. Play in Original Mode to experience the game as it was originally designed, or play the original levels in New Mode with new enhancements for on-the-go ease of play. | Key Game Features | Rebuilt and optimized for portable play on Nintendo 3DS. | Rebuilt and optimized for portable play on Nintendo 3DS. | Over 70 levels of banana-hoarding fun featuring Donkey Kong and Diddy Kong. | Over 70 levels of banana-hoarding fun featuring Donkey Kong and Diddy Kong. | Run, jump, climb and defeat enemies through diverse environments until you retrieve Donkey Kong's stolen banana hoard. | Run, jump, climb and defeat enemies through diverse environments until you retrieve Donkey Kong's stolen banana hoard. | Lush, layered side-scrolling levels come to life in stunning 3D. | Lush, layered side-scrolling levels come to life in stunning 3D. | Cooperative multiplayer lets you connect with a friend via local wireless. | Cooperative multiplayer lets you connect with a friend via local wireless. | Play in Original Mode or check out New Mode with new enhancements for on-the-go ease of play. | Play in Original Mode or check out New Mode with new enhancements for on-the-go ease of play. | Unlock 8 brand new levels within the Golden Temple. | Unlock 8 brand new levels within the Golden Temple. | Connect with friends for multiplayer action Over 70 levels of banana hoarding fun Donkey Kong’s adventure comes to life in stunning 3D",4.6,661,,Nintendo
B00XZQ58AI,NBA 2K16 - PlayStation 3,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 3 | Games,"2K Battle: Draft a 5-man squad and compete in daily challenges, based off players’ real life performances. Win, earn VC. Lose, try again tomorrow. | Enhanced Graphics: Vastly improved graphical fidelity with over 700 new player models, enhanced uniforms & shoes to create a truly authentic NBA experience. | Game Modes: Dominate opponents in your choice of exciting game modes, including MyCAREER, MyTEAM, The Association, Blacktop, and much more. | Featured DJs: DJ Khaled, DJ Mustard and DJ Premier produce our best soundtrack to date, featuring 25 dynamic tracks and an exclusive cut from each DJ.","The NBA 2K franchise is back with the most true-to-life NBA experience to date with NBA 2K16. Guide your MyPLAYER through the complete NBA journey, take control of an entire NBA franchise, or hone your skills online competing against gamers from around the world. With animations that provide smoother movement and more realistic articulation, it’s certain to be the most authentic NBA gaming experience yet. | Three of NBA’s top super stars will be available on the cover of NBA 2K16: Golden State Warriors’ Stephen Curry, Houston Rockets’ James Harden, and New Orleans Pelicans’ Anthony Davis.  While game covers will be distributed at random, each game box includes a foldable insert with all 3 individual cover athletes, ensuring the ability to insert the cover of your choice into the front of box.",4.4,442,59.68,2K
B07JFC1RRW,Flashback 25th Anniversary Collector's Edition - Nintendo Switch,Video Games,Video Games | Nintendo Switch | Accessories,"Collector’s Edition includes physical copy of remastered original, retro cartridge-style Metal Case, exclusive numbered Metal Card, Instruction Booklet, Soundtrack, exclusive Collector’s Box | Post-fx graphic filters | Completely remastered sound and music | A brand new ""rewind"" function, adjustable according to the level of difficulty | Tutorials for those who need a Boost","Flashback, the hit action-adventure game with over 2.2 million units sold, makes its comeback on Nintendo Switch! The year is 2142. Stripped of all memory, the young scientist Conrad B. Hart awakens on Titan, a colonized moon of Saturn. With enemies and kidnappers on his heels, Conrad must defend himself against the dangers of this new world, all the while unravelling an insidious extra-terrestrial plot that threatens the planet. On its 25th anniversary, rediscover FLASHBACK, consistently ranked among the best 100 games of all time! One of the first games to use motion capture technology for more realistic animations, with backgrounds that were entirely hand-drawn, the 1993 science fiction classic now includes a Modern mode, complete with the following: Post-FX graphic filters, Completely remastered sound and music, A brand new ""Rewind"" function adjustable according to the level of difficulty, Tutorials for those who need a boost! The Collector's Edition includes: Physical copy of the remastered original, a retro cartridge-style Metal Case, an exclusive numbered Metal Card, a 24-page retro-inspired. Instruction Booklet, the Digital Remastered Soundtrack, exclusive Collector's Box. This title has been rated Everyone 10 plus fantasy violence.",4.1,117,50.26,Maximum Games
B00JS9XVNM,Tropico 5 - (PC),Video Games,Video Games | PC | Games,"Research and Renovate - Advance your nation by discovering new buildings, technologies and resources. Renovate your old buildings to more efficient modern buildings. | Advanced trade system and trade fleet - Amass a global trade fleet and use your ships to secure trade routes to neighboring islands or world superpowers, both for export and import. | Explore your island - Discover what lies beyond the fog of war. Find valuable resource deposits and explore the ruins of ancient civilizations. | All new art - All artwork has been re-designed from scratch to provide Tropico 5 with a unique visual identity. Choose from over 100 buildings from each of the individual eras. | Cooperative and competitive multiplayer | Up to 4 players can build up their own cities and economies on any given island map. Players can choose to share resources, supplies and population or declare war on each other.","You, as El Presidente, will first take control of the infamous island of Tropico during early colonial times and then guide it through the centuries as the world changes and moves ever forward. You must tackle the changing needs of your people, as well as opposing governments and factions, and thus lay the foundations for your own dynasty. As you move through your years in office you can promote members of your extended family on the island to positions of power: such as ambassador, commanding general or even Supreme Ruler, to ensure your legacy thrives through the eras. As your influence and wealth grows, so do the threats to your burgeoning island superpower. Can you survive both World Wars, prosper through the Great Depression, rule as an iron-fisted dictator through the Cold War and advance your country to modern times and beyond? From the 19th to the 21st century, each era carries its own challenges and opportunities In Tropico 5 you play as El Presidente, will first take control of the infamous island of Tropico during early colonial times and then guide it through the centuries as the world changes and moves ever forward. You must tackle the changing needs of your people, as well as opposing governments and factions, and thus lay the foundations for your own dynasty. As you move through your years in office you can promote members of your extended family on the island to positions of power: such as ambassador, commanding general or even Supreme Ruler, to ensure your legacy thrives through the eras. As your influence and wealth grows, so do the threats to your burgeoning island superpower. Can you survive both World Wars, prosper through the Great Depression, rule as an iron-fisted dictator through the Cold War and advance your country to modern times and beyond? From the 19th to the 21st century, each era carries its own challenges and opportunities. As well as a wealth of other new features, including advanced trading mechanics, technology, scientific research trees and island exploration, Tropico 5 will add cooperative and competitive multiplayer for up to four players for the first time in the series’ history! Viva El Presidente!",3.3,151,8.95,Kalypso Media
B000A2R54M,Mario Kart DS,Video Games,Video Games | Kids and Family,"Two modes to choose from: ""Balloon Battle"" and ""Shine Runners."" Balloon","Amazon.com | The ultimate | Mario Kart | race is on…and online via your Nintendo Wi-Fi Connection in | Mario Kart DS | . Drawing on more than 30 courses and battle arenas from every game in the | Mario Kart | series - not to mention tons of new ones, | Mario Kart DS | allows you to play as Mario, Luigi, Princess Peach, Wario, Yoshi, Donkey Kong, Toad, Bowser and Shy Guy as you put the pedal to the go-kart metal, grab coins to max out your speed and blast rivals with the ever-popular arsenal of red, green and spiked Koopa shells in a race to finally put to rest the question of who is the true king of the Mushroom Kingdom racing circuit. | Race the Mushroom circuit | Mario is a veteran of the circuit. | View larger | . | Choose your favorite character. | View larger | . | Peach is a master drifter. | View larger | . | Select the Kart you want. | View larger | . | Bowser is the bruiser of the track. | View larger | . | Watch your position in the pack. | View larger | . | Progressing Through the Game | Place first in Grand Prix circuits or clear skill-based missions to open up increasingly difficult and thrilling circuits. Of course, players can have multiplayer races on any open courses or battle in arenas. | Game Modes: At Least Five Ways to Play | Whether you prefer to race by yourself or to mix it up with friends, | Mario Kart DS | is a game with something for everyone. Features five different game modes, these include a 'VS' and 'Battle' mode that are available in multiplayer for up to eight players via local wireless connection while all modes are available singleplayer. See a complete list and description of the play modes below: | Grand Prix Mode: In Grand Prix Mode, the driver who earns the most points at the end of a four-course cup is the victor. Mario Kart DS features eight different cups, with each cup featuring four different tracks. | Grand Prix Mode | : In Grand Prix Mode, the driver who earns the most points at the end of a four-course cup is the victor. | Mario Kart DS | features eight different cups, with each cup featuring four different tracks. | Time Trial Mode: Your objective in Time Trial Mode is to get the fastest time that you can on a single track. . You can save your best runs as ghost data and share them with a friend. | Time Trial Mode | : Your objective in Time Trial Mode is to get the fastest time that you can on a single track. . You can save your best runs as ghost data and share them with a friend. | VS Mode: A competitive mode that can be either singleplayer. or multiplayer. In the singleplayer. version you'll race against computer-controlled karts, while in multiplayer you'll race against human opponents who play using their own Nintendo DS systems. | VS Mode | : A competitive mode that can be either singleplayer. or multiplayer. In the singleplayer. version you'll race against computer-controlled karts, while in multiplayer you'll race against human opponents who play using their own Nintendo DS systems. | Battle Modes: Mario Kart DS contains two battle modes. | Battle Modes | : Mario Kart DS contains two battle modes. | Balloon Battle Mode: Your goal is to pop your opponent's balloons by attacking/stealing them by colliding into an opponent via a mushroom boost, before your own balloons are popped.Shine Runners: In this mode the driver who collects the most Shine Sprites is the winner. | Balloon Battle Mode: Your goal is to pop your opponent's balloons by attacking/stealing them by colliding into an opponent via a mushroom boost, before your own balloons are popped. | Balloon Battle Mode | : Your goal is to pop your opponent's balloons by attacking/stealing them by colliding into an opponent via a mushroom boost, before your own balloons are popped. | Shine Runners: In this mode the driver who collects the most Shine Sprites is the winner. | Shine Runners | : In this mode the driver who collects the most Shine Sprites is the winner. | Mission Mode: In this mode you are given sets of specific missions that you must clear in order to move on to the next set of missions. What could wait at the end? | Mission Mode | : In this mode you are given sets of specific missions that you must clear in order to move on to the next set of missions. What could wait at the end? | Special Powers, Weapons, Moves & Features | Turbo power-drifting and item tossing is the order of the day, whether players are racing around an obstacle-filled track or battling in an arena. Use familiar items taken from every game in the series like Green Shells, homing Red Shells, Bananas, Bombs, Lightning and the destructive Spiny Shell, not to mention new ones like the Blooper. The touch screen features a map that shows items being fired at players, who can even tap it with their fingers mid-race to zoom in or out. | Wireless Communication: Even More Ways to Play | : | Mario Kart DS | features three different forms of wireless game play: two kinds of local wireless game play and Nintendo Wi-Fi Connection online game play. | Mario Kart DS | offers two different options for LAN Wireless game play: DS Download Play, in which only one player has | Mario Kart DS | and all players have Nintendo DS systems, and Multi-Card Play, in which all players have | Mario Kart DS | and Nintendo DS systems. | DS Download Play | As with all DS Download multiplayer games, the DS Download Play in | Mario Kart DS | requires that only one player has a copy of the game. Unlike past DS games, however, DS Download Play in | Mario Kart DS | allows multiple players who have the game card to play with multiple players who do not have the game card. DS Download Play offers the following features: | 2-8 player simultaneous wireless game play. | 2-8 player simultaneous wireless game play. | A choice of multiplayer racing, Balloon Battle, or Shine Runner modes. | A choice of multiplayer racing, Balloon Battle, or Shine Runner modes. | Players who own Mario Kart DS can choose their own characters and use personalized icons, while players who do not own Mario Kart DS must play as Shy Guy and cannot use personalized player icons. | Players who own | Mario Kart DS | can choose their own characters and use personalized icons, while players who do not own | Mario Kart DS | must play as Shy Guy and cannot use personalized player icons. | Track selection is limited to eight tracks for racing and three arenas for Balloon Battle and Shine Runner modes. | Track selection is limited to eight tracks for racing and three arenas for Balloon Battle and Shine Runner modes. | DS Download Play is limited to the 100 cc engine class | DS Download Play is limited to the 100 cc engine class | Multi-Card Play | Multi-Card Play requires all players to have their own copies of | Mario Kart DS | , giving players more options, modes and tracks to choose from. Multi-Card Play offers the following features: | 2-8 player simultaneous wireless game play. | 2-8 player simultaneous wireless game play. | Your choice of multiplayer racing, Balloon Battle, or Shine Runner modes. | Your choice of multiplayer racing, Balloon Battle, or Shine Runner modes. | Players can choose from different engine classes. | Players can choose from different engine classes. | No limits on character choice. | No limits on character choice. | No limits on track choice. | No limits on track choice. | Player's win/loss ratio is saved and tracked. | Player's win/loss ratio is saved and tracked. | Players who race locally are automatically added to each other's friend roster and then can race via Nintendo Wi-Fi Connection. | Players who race locally are automatically added to each other's friend roster and then can race via Nintendo Wi-Fi Connection. | Players can trade ghost data wirelessly, allowing them to race against each others' best times. | Players can trade ghost data wirelessly, allowing them to race against each others' best times. | Nintendo Wi-Fi Connection | : Nintendo Wi-Fi Connection is a free online game-play service provided by Nintendo to Nintendo DS owners. It offers seamless access to online game play and an environment that is welcoming to gamers of all skill levels. Features include: Whether it's the updated graphics that retain the side-scrolling feel of classic games in the | Sonic | franchise, an expansive world to race through and explore or the multiple and new ways to play, | Sonic Unleashed | offers something for players of any age or level of ability. | 2-4 players racing simultaneously. | 2-4 players racing simultaneously. | Choice of playing with: | Choice of playing with: | Friends only (players registered as Friends)Rivals (players with similar skills)Recent opponentsRegional racers (players in their country)World racers (players anywhere in the world) | Friends only (players registered as Friends) | Friends only (players registered as Friends) | Rivals (players with similar skills) | Rivals (players with similar skills) | Recent opponents | Recent opponents | Regional racers (players in their country) | Regional racers (players in their country) | World racers (players anywhere in the world) | World racers (players anywhere in the world) | No limit on course choice, but each player votes for a course and the course with the most votes wins (in case of a tie, the course is chosen randomly) | No limit on course choice, but each player votes for a course and the course with the most votes wins (in case of a tie, the course is chosen randomly) | No limit on character choice | No limit on character choice | Players can create and use personalized player icons | Players can create and use personalized player icons | Connecting to the Nintendo Wi-Fi Connection will be quick, easy and seamless. Players can go to an official Nintendo hotspot and immediately go online and start playing. To use their home Wi-Fi routers, players first must configure the DS to connect to their routers by entering the router's network ID and optional security key or install the Nintendo Wi-Fi USB Connector on their PC and configure the DS to enable it to share the PC's broadband connection. After that, players can go online anytime without further configuration. Friends are registered to the friends roster either by exchanging and entering Friend Registration Keys or by playing local Multi-Card Multiplayer mode together.",4.6,3053,37.51,Nintendo
B00002STHH,Major League Baseball Featuring Ken Griffey Jr.,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo 64 | Games,"All teams and players are available for exhibition, season and world series modes. | Up to two players can play through these modes, with a further two for 4 player home run derby, where the winner is determined by the amount of balls you can whack out of the park.","Product description | Make your dreams of becoming a Major Leaguer a reality! Hit a grand slam, pitch a no-hitter, go for the cycle and steal home - all in the same game! If that's not enough, check out the real-time stat tracking in over 30 major categories. Improve your team by making the right trades and picking up the best free agents. Major League Baseball Featuring Ken Griffey Jr. is so real, every pitch counts! | From the Manufacturer | Brilliant second-generation baseball superstar Ken Griffey Jr. and other major league superstars perform realistically for you in this action baseball game. Already well-known for precision control and authentic polygon graphics this version sports improved textures for an even more realistic look and improved batting and pitching mechanics. The artificial intelligence can even function as a creditable GM accepting and refusing trades with uncanny savvy.",3.7,37,19.44,Nintendo
B0006TNCZ0,Gauntlet II,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo NES | Games,"The arcade megahit comes to the NES! Experience all the genuine arcade action, including the original digitized sound and spellbinding graphics. And experience every one of the over 100 arcade mazes complete with all the sorcerous secret rooms, traps, monster generators, transporters, force fields, and villains - it's all straight from the arcades, and it's all here.","CARTRIDGE ONLY. cartridge is in good shape as in it does not have any cracks or physical flaws. Label is fully intact. cartridge does have typical signs of wear as in scratches, smudges, and dust or dirt in creases. All games are tested before being placed into our inventory.",4.2,38,69.18,Nintendo
B000Q6ZLH0,Mah Jong Quest Expeditions,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo DS | Games,"Guide Kwazi through the Orient, meeting wise animal guides who can help him save his home. | Dozens of challenging and engaging puzzle boards. | Enjoy sweeping animations as you use an amazing array of special tiles to solve tricky puzzles. | Play your favorite layouts in Classic-style and complete new challenges in Puzzle-style. | ESRB Rated E for Everyone","The creators of Jewel Quest bring you more than an addictive puzzle game as well as a true cinematic experience. After three dragons wreak havoc over the empire, young Kwazi must use an ancient set of Mah Jong tiles to restore balance. Enjoy sweeping animations as you help Kwazi journey through the Orient, meet wise animal guides, and use an amazing array of special tiles to solve tricky puzzles. Choose between your favorite styles in Classic-style play and the original challenges of Puzzle-style play.",4.3,119,6.99,ACTIVISION
B000ERVLZW,Cars - Gamecube,Video Games,Video Games | Legacy Systems | Nintendo Systems | GameCube | Games,Story-based racing adventure game relives all the key moments of the movie | More than 10 playable characters from the film | Open world environment with more than 50 races,"In Cars, you'll get a chance to live out the thrills and fun of the new Disney/Pixar animated film! Play as all your favurite characters from the movie, as you help Lightning McQueen capture the coveted Piston Cup Championship.",4.2,169,23.24,Disney Interactive Studios(World)
B0028Y4PUW,Guitar Hero 5 - Xbox 360 (Game only),Video Games,Video Games | Legacy Systems | Xbox Systems | Xbox 360 | Games,"Software compatible with Guitar Hero World Tour peripherals. | In the all-new Party Play mode, players can now jump in or drop out of gameplay seamlessly, without interrupting their jam session. | Play with any in-game instrument combination in any game mode - multiple vocalists, guitarists, bassists and drummers. | Features new in-game artists and rock legends, including Johnny Cash, Carlos Santana and Shirley Mason from Garbage. | The entire 85 song set list is available from the beginning of the game.","Product Description | This fall, living room legends will rock any way they want in Guitar Hero 5. The entire set list is at players’ finger tips from the start, featuring genre-defining hits from some of the biggest rock artists and bands of all time, including The Rolling Stones, The White Stripes, Kings of Leon, Tom Petty, Bob Dylan, Johnny Cash, Santana and Vampire Weekend. Players take complete control as Guitar Hero 5 allows gamers to personalize and customize how they experience music by being able to play with any in-game instrument combination -- multiple vocalists, guitarists, bassists and drummers, in any game mode. With the game’s all-new Party Play Mode, getting the band back together has never been easier. Players can now jump in or drop out of gameplay seamlessly, without interrupting their jam session. Elevating the Guitar Hero series to new heights with unmatched social gameplay, an enhanced style, new in-game artists and more rock legends, Guitar Hero 5 features new surprises and challenges that will fire-up long-time fret board fanatics and create a new generation of enthusiasts. | Amazon.com | Featuring the best variety and biggest rock stars of today combined with classic rock anthems, | Guitar Hero 5 | cranks it up again for video game rockers. For the first time ever, players can customize the make-up of their band by rocking with any combination of instruments in-game: whether it be two guitars and two drums, or three guitars and a microphone, any combination is possible, allowing players to experience music their own way. .caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: -15px; } table.callout { font-family: verdana; font-size: 11px; line-height: 1. 3em; } td.vgoverview { height: 125px; background: #9DC4D8 url(https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding-left: 20px; padding-right: 20px; padding-bottom: 10px; width: 250px; font-family: verdana; font-size: 12px; } | New modes like RockFest. | View larger | . | Play any combo of instruments. | View larger | . | Rock with Shirley Manson of Garbage. | View larger | . | And Carlos Santana. | View larger | . | Classic Guitar Hero action. | View larger | . Brand new, innovative, easy-to-use gameplay modes like Party Play and RockFest put fun, competition and control at center stage as fans tailor the | Guitar Hero | experience to match their personal style and interests. For extended hours of entertainment, downloadable content from | Guitar Hero World Tour | will be compatible with the game and will automatically be updated to include all of the upgrades and enhancements of | Guitar Hero 5 | . | Assemble Your Band and Rock Any Way You Want | Guitar Hero 5 | allows fans to play alone, as a full band or, for the first time, with any combination of multiple guitarists, bassists, drummers or vocalists, to customize their musical experience. Players now have the control to rock any way they want whether it is with two guitars and two drummers, four guitarists, or three guitarists and a vocalist, any combination is possible. This freedom is available in all modes of play: online, Party Play, Quickplay, RockFest and even Career. | The Definitive Rock ‘n’ Roll Set List | Experience furious finger fretting, intense drumming, and lyrics that will challenge even the best vocal chops with songs from some of the hottest bands of today to all-time favorite classic anthems including: Tom Petty, Kings of Leon, The White Stripes, Santana, Johnny Cash, The Rolling Stones and Bob Dylan. Featuring 85 master tracks, the breadth of rock-centric styles ensures that every | Guitar Hero | fan will find their favorite tracks and discover new ones. | Join The Party | It has never been easier to rip it up and rock out with friends than it is in | Guitar Hero 5 | . The brand new Party Play Mode puts players straight into the action with the press of a button and allows them to jump in or drop out, or switch difficulty level at any time without interrupting the jam session. | Become the Best. Shred the Rest | In | Guitar Hero 5 | players can test their skills against others with four-player local and up to eight-player online battles in the all-new competitive RockFest Mode. Within RockFest Mode, players can choose from various head-to-head gameplay types, including Momentum, Perfectionist, Elimination, Do-or-Die, Streakers, and Pro Face Off. | Limitless Jams | Guitar Hero 5 | delivers hours of endless entertainment, as fans will be able to play | Guitar Hero World Tour | downloadable content in the game, experiencing all of the upgrades and new features in | Guitar Hero 5 | . | Song List | A Perfect Circle - ""Judith"" | A Perfect Circle - ""Judith"" | AFI - ""Medicate"" | AFI - ""Medicate"" | Attack! Attack! UK - ""You And Me"" | Attack! Attack! UK - ""You And Me"" | Band Of Horses - ""Cigarettes, Wedding Bands"" | Band Of Horses - ""Cigarettes, Wedding Bands"" | Beastie Boys - ""Gratitude"" | Beastie Boys - ""Gratitude"" | Beck - ""Gamma Ray"" | Beck - ""Gamma Ray"" | Billy Idol - ""Dancing With Myself"" | Billy Idol - ""Dancing With Myself"" | Billy Squier - ""Lonely Is The Night"" | Billy Squier - ""Lonely Is The Night"" | Blur - ""Song 2"" | Blur - ""Song 2"" | Bob Dylan - ""All Along The Watchtower"" | Bob Dylan - ""All Along The Watchtower"" | Bon Jovi - ""You Give Love A Bad Name"" | Bon Jovi - ""You Give Love A Bad Name"" | Brand New - ""Sowing Season (Yeah)"" | Brand New - ""Sowing Season (Yeah)"" | The Bronx - ""Six Days A Week"" | The Bronx - ""Six Days A Week"" | Bush - ""Comedown"" | Bush - ""Comedown"" | Children Of Bodom - ""Done With Everything, Die For Nothing"" | Children Of Bodom - ""Done With Everything, Die For Nothing"" | Coldplay - ""In My Place"" | Coldplay - ""In My Place"" | Darker My Love - ""Blue Day"" | Darker My Love - ""Blue Day"" | Darkest Hour - ""Demon(s)"" | Darkest Hour - ""Demon(s)"" | David Bowie - ""Fame"" | David Bowie - ""Fame"" | Deep Purple - ""Woman From Tokyo ('99 Remix)"" | Deep Purple - ""Woman From Tokyo ('99 Remix)"" | The Derek Trucks Band - ""Younk Funk"" | The Derek Trucks Band - ""Younk Funk"" | The Duke Spirit - ""Send A Little Love Token"" | The Duke Spirit - ""Send A Little Love Token"" | Duran Duran - ""Hungry Like The Wolf"" | Duran Duran - ""Hungry Like The Wolf"" | Eagles Of Death Metal - ""Wannabe In LA"" | Eagles Of Death Metal - ""Wannabe In LA"" | Elliott Smith - ""LA"" | Elliott Smith - ""LA"" | Elton John - ""Saturday Night's Alright (For Fighting)"" | Elton John - ""Saturday Night's Alright (For Fighting)"" | Face To Face - ""Disconnected"" | Face To Face - ""Disconnected"" | Garbage - ""Only Happy When It Rains"" | Garbage - ""Only Happy When It Rains"" | Gorillaz - ""Feel Good Inc."" | Gorillaz - ""Feel Good Inc."" | Gov't Mule - ""Streamline Woman"" | Gov't Mule - ""Streamline Woman"" | Grand Funk Railroad - ""We're An American Band"" | Grand Funk Railroad - ""We're An American Band"" | Iggy Pop - ""Lust For Life (Live)"" | Iggy Pop - ""Lust For Life (Live)"" | Iron Maiden - ""2 Minutes To Midnight"" | Iron Maiden - ""2 Minutes To Midnight"" | Jeff Beck - ""Scatterbrain (Live)"" | Jeff Beck - ""Scatterbrain (Live)"" | John Mellencamp - ""Hurts So Good"" | John Mellencamp - ""Hurts So Good"" | Kaiser Chiefs - ""Never Miss A Beat"" | Kaiser Chiefs - ""Never Miss A Beat"" | King Crimson - ""21st Century Schizoid Man"" | King Crimson - ""21st Century Schizoid Man"" | Kings Of Leon - ""Sex On Fire"" | Kings Of Leon - ""Sex On Fire"" | Kiss - ""Shout It Out Loud"" | Kiss - ""Shout It Out Loud"" | Love and Rockets - ""Mirror People"" | Love and Rockets - ""Mirror People"" | My Morning Jacket - ""One Big Holiday"" | My Morning Jacket - ""One Big Holiday"" | Nirvana - ""Lithium (Live)"" | Nirvana - ""Lithium (Live)"" | No Doubt - ""Ex-Girlfriend"" | No Doubt - ""Ex-Girlfriend"" | Peter Frampton - ""Do You Feel Like We Do? (Live)"" | Peter Frampton - ""Do You Feel Like We Do? (Live)"" | The Police - ""So Lonely"" | The Police - ""So Lonely"" | Public Enemy Featuring Zakk Wylde - ""Bring the Noise 20XX"" | Public Enemy Featuring Zakk Wylde - ""Bring the Noise 20XX"" | Queens Of The Stone Age - ""Make It Wit Chu"" | Queens Of The Stone Age - ""Make It Wit Chu"" | Rammstein - ""Du Hast"" | Rammstein - ""Du Hast"" | The Rolling Stones - ""Sympathy For The Devil"" | The Rolling Stones - ""Sympathy For The Devil"" | Rose Hill Drive - ""Sneak Out"" | Rose Hill Drive - ""Sneak Out"" | Rush - ""The Spirit Of Radio (Live)"" | Rush - ""The Spirit Of Radio (Live)"" | Santana - ""No One To Depend On (Live)"" | Santana - ""No One To Depend On (Live)"" | Scars On Broadway - ""They Say"" | Scars On Broadway - ""They Say"" | Screaming Trees - ""Nearly Lost You"" | Screaming Trees - ""Nearly Lost You"" | Smashing Pumpkins - ""Bullet With Butterfly Wings"" | Smashing Pumpkins - ""Bullet With Butterfly Wings"" | Sonic Youth - ""Incinerate"" | Sonic Youth - ""Incinerate"" | Spacehog - ""In The Meantime"" | Spacehog - ""In The Meantime"" | Sublime - ""What I Got"" | Sublime - ""What I Got"" | Sunny Day Real Estate - ""Seven"" | Sunny Day Real Estate - ""Seven"" | T. Rex - ""20th Century Boy"" | T. Rex - ""20th Century Boy"" | The Sword - ""Maiden, Mother & Crone"" | The Sword - ""Maiden, Mother & Crone"" | Thin Lizzy - ""Jailbreak"" | Thin Lizzy - ""Jailbreak"" | Thrice - ""Deadbolt"" | Thrice - ""Deadbolt"" | Tom Petty - ""Runnin' Down A Dream"" | Tom Petty - ""Runnin' Down A Dream"" | Tom Petty & The Heartbreakers - ""American Girl"" | Tom Petty & The Heartbreakers - ""American Girl"" | Vampire Weekend - ""A-Punk"" | Vampire Weekend - ""A-Punk"" | Weezer - ""Why Bother?"" | Weezer - ""Why Bother?"" | The White Stripes - ""Blue Orchid"" | The White Stripes - ""Blue Orchid"" | Wild Cherry - ""Play That Funky Music"" | Wild Cherry - ""Play That Funky Music"" | Wolfmother - ""Back Round"" | Wolfmother - ""Back Round"" | 3 Doors Down - ""Kryptonite"" | 3 Doors Down - ""Kryptonite"" | Arctic Monkeys - ""Brianstorm"" | Arctic Monkeys - ""Brianstorm"" | Blink-182 - ""The Rock Show"" | Blink-182 - ""The Rock Show"" | Dire Straits - ""Sultans Of Swing"" | Dire Straits - ""Sultans Of Swing"" | Jimmy Eat World - ""Bleed American"" | Jimmy Eat World - ""Bleed American"" | Johnny Cash - ""Ring Of Fire"" | Johnny Cash - ""Ring Of Fire"" | Megadeth - ""Sweating Bullets"" | Megadeth - ""Sweating Bullets"" | Motley Crue - ""Looks That Kill"" | Motley Crue - ""Looks That Kill"" | Muse - ""Plug In Baby"" | Muse - ""Plug In Baby"" | Nirvana - ""Smells Like Teen Spirit"" | Nirvana - ""Smells Like Teen Spirit"" | Queen & David Bowie - ""Under Pressure"" | Queen & David Bowie - ""Under Pressure"" | Stevie Wonder - ""Superstition"" | Stevie Wonder - ""Superstition"" | The Killers - ""All The Pretty Faces"" | The Killers - ""All The Pretty Faces"" | The Raconteurs - ""Steady As She Goes"" | The Raconteurs - ""Steady As She Goes"" | TV On The Radio - ""Wolf Like Me"" | TV On The Radio - ""Wolf Like Me""",4.4,320,60.4,ACTIVISION
